DC1 DC2 DC3 DC4 DC5 DC6 DC7 DC8 DC9 DC10 DC11 DC12 DC13 DC14 DC15 DC16 DC17 DC18 DC19 DC20
43 -0.00223268241740658 -0.0558419877007283 -0.024999554022434 -0.0104761072219346 -0.0129998249755741 0.0124250890149083 -0.00396492177447733 -0.0263831700737145 -0.0172629405963537 0.00618776078155204 0.000825976394133136 -0.00151934887905794 -0.0323432352374375 -0.0208172513679024 -0.00116128808681232 -0.0310083092498362 0.0398388632107989 -0.0153024234178869 -0.0333913908623964 -0.000420522674706134
44 0.00240519164658661 0.00883426473657734 -0.000648589709853019 -0.0173816427659182 -0.00248353613978018 -0.0304828152968053 -0.0025018720107301 -0.000830253309307788 0.0464729306051934 -0.0137131425799404 -0.00412070225557753 -0.00983368535517562 0.00832679256531872 -0.00960607182746456 -0.0103004116146631 0.0107429205097972 0.0384294389581078 0.0396873746128551 -0.0468516357555582 0.0391108463050822
45 0.00196950509498503 0.0100992789498868 -0.00030107977790079 0.000243619675437675 0.00285319227295437 0.0182471345733318 0.00480806028130899 0.00342043312071616 -0.00547573697848317 0.0905718626800189 -0.0757157878556049 -0.0179015572134274 0.0202341671628762 -0.000127630639364996 0.0147854639888261 -0.0319191526842715 -0.0219948555053868 -0.00810558871605175 -0.00711015166941856 0.0186087074025072
46 0.00242018193830865 0.00954120965211047 -0.000602609118149739 -0.0142077401188733 -0.00191067502798793 -0.0184717517588131 -0.00209231503525419 0.00428957010243888 0.0201016936744537 -0.00301755809028803 -0.00280838294701845 -0.0119339814887015 -0.0253829278553687 0.0121142237367825 0.000915840272745858 -0.000624232767783332 -0.00226451431022573 -0.00327467420163665 0.00505806021950313 -0.00663514419098429
47 0.00244325548006469 0.00920629328892016 -0.000641003353902722 -0.0164782176633111 -0.00235187772199834 -0.0264174305782956 -0.002444968909059 0.00130111697870626 0.03642884674763 -0.00951190374458714 -0.00389660201224698 -0.010876633293515 -0.00461892421270428 -0.00136683646351421 -0.00601424529162619 0.00608147007370992 0.0219865360186737 0.0214816596481107 -0.0237985206128853 0.0169487521537577
48 0.0022620490996425 0.00990200779188289 -0.000476093352753099 -0.00787337557253832 -0.000335043280368275 -0.000298236086500075 0.000964865722655998 0.00551674620385165 0.0017535547968745 0.0890595311001467 -0.0843753621027221 -0.0193854749882514 0.0516161796118402 -0.0201034319740418 0.0100088089804207 -0.0439133282022964 -0.0154985709104915 -0.0170686508724707 0.00937962478470068 0.000507460449710787
49 0.0024441565707658 0.00930742316801849 -0.000633736948855496 -0.0159914488150108 -0.00226763642302143 -0.0245817991126673 -0.00238665582381423 0.00209366886347809 0.032349323047449 -0.00785591396253575 -0.00371105794415067 -0.0111982700586239 -0.00976123559748866 0.00194749337684279 -0.00429189053897899 0.00431666899261389 0.0156900367983018 0.0147878680079739 -0.0156756152238289 0.00971499144654663
50 0.00110960995094738 0.0102756056609764 0.000167185930127553 0.0207416504361082 0.0155458482461595 0.0452632238232685 0.021415794010006 -0.0195758013383842 0.0188307487345524 -0.0822773376328255 -0.00323901245050926 0.00541100298083242 -0.0157909653296046 0.000717090217722673 -0.0162961018390478 0.0459652962027121 0.0273556574750799 0.0314235291846546 -0.012419881438352 -0.0174977800368209
51 0.00243872327303363 0.0094118206562977 -0.000622734385932585 -0.015327691452206 -0.00214298044182812 -0.0222210355271106 -0.00229030981845475 0.00301529458817269 0.0273909283215107 -0.00587309293983215 -0.00341222395769383 -0.0115357485601927 -0.0160302972337719 0.00601121921715064 -0.0021938397518809 0.00225206081085839 0.00825698567355523 0.00710852068543078 -0.00662632961033116 0.00212704025437951
52 0.00243016147370961 0.00902415467247418 -0.000647772342879923 -0.0170625379563826 -0.00244256388623428 -0.0288477705112852 -0.00249482062700076 0.000114744024104255 0.0422095704990237 -0.0119026178080986 -0.00406899259491242 -0.0103346557502325 0.00273022471190614 -0.00606680202467868 -0.00846388157551353 0.00869743783795707 0.0312439190015017 0.0316058104946902 -0.0364502374216936 0.0288611866395705
53 0.00231960888920854 0.00980084796016086 -0.000527502087287275 -0.0103863779136511 -0.000939663566673419 -0.00698257425740395 -0.00114296433731009 0.0069317089603885 0.00186087980439315 0.0037124621110309 5.27000392693906e-06 -0.0123139588883691 -0.0505555602574076 0.0287258964823315 0.00898335441113957 -0.00679925430335074 -0.0263637381215673 -0.0236301097335801 0.0246590097459379 -0.0136813902931166
54 0.00242850083424492 0.0094953498164728 -0.000610701675485539 -0.0146485169146876 -0.00200520096401768 -0.0199189561498788 -0.00217511457577547 0.00382341775535282 0.0228341604978269 -0.00407939743027995 -0.00305981554896503 -0.0117983238091544 -0.021850601791041 0.00980396678322764 -0.000254546431056539 0.000431264384638815 0.00162392880155668 0.0004884256400811 0.000906626167532721 -0.00369172455922352
55 0.00222880822435623 0.00992626474281261 -0.000461640022139195 -0.00719587842989521 -5.71478128686865e-05 0.00149502283549898 0.000746858050718347 0.00788395029550024 -0.0335828741151538 -0.0501044340973541 -0.0492169254236741 -0.0100493620502473 0.0339432320591772 -0.016985469051635 0.000575958506055957 -0.0167682818242534 -0.00552124920960942 -0.01538611181637 0.0157000485170459 -0.0133032746468858
56 0.00193708328521402 0.0101081836330605 -0.000290235612929053 0.000712791958852425 0.00316348397183548 0.0191934864305084 0.00429749478678683 0.00505248295343323 -0.0292412953465857 0.017204565687403 0.0570738747570749 -0.0412078507960217 0.00759655301441979 -0.000145384371303033 0.0012009904848924 0.00368338671204299 -0.010632473008021 -0.00173553677493423 -0.00266986147441525 0.00964893889334955
57 0.00240823604519735 0.00959237810073851 -0.00059211815990947 -0.0136494022651367 -0.00178545094536071 -0.0166826842027986 -0.00197894335619966 0.00482330623202339 0.0168602648820244 -0.00177244249937197 -0.00246601818147507 -0.0120727189559574 -0.0296272502119885 0.0148979369315269 0.00231344903373899 -0.00183887789469702 -0.00678976574826905 -0.00752773973277694 0.0096128560373628 -0.00954135711191223
58 0.0018939288219952 0.0101253223180043 -0.000265505591643685 0.00182966284288128 0.00369209780992328 0.021341018118049 0.00496314009820814 0.00429456406806776 -0.028401246565821 0.0163702265628126 0.0586671261722559 -0.0406984334480136 0.00464201809418712 0.00159022805327135 0.00108938220907045 0.00596308680848485 -0.00964155615984665 0.00132214448542929 -0.0059328951501754 0.0128373313044927
59 0.00213803957348304 0.00999884282394551 -0.000408072929703629 -0.00469175270560474 0.000882702149428942 0.0075707738410879 0.00151335211952896 0.00730461879533496 -0.0277330181151502 0.0187003372426321 0.049918675048568 -0.0428930126782333 0.0262149657769384 -0.0119307585096512 -0.000482987721838987 -0.00517802663580151 -0.00996081433726678 -0.0122341591179917 0.0113349022780804 -0.00792929873255631
60 0.00244318452222632 0.00920426016902674 -0.000641120344559557 -0.0164866598887186 -0.00235327768474174 -0.0264503651915675 -0.00244586914677375 0.00128619413445407 0.0365040467706737 -0.00954265081441429 -0.00389952885523601 -0.0108702886287335 -0.00452402231199888 -0.00142782289642245 -0.00604600338058614 0.00611458959018223 0.0221042722317459 0.0216083560954745 -0.0239542881850693 0.0170998557474671
61 -0.00277985782003662 -0.0554448686534244 -0.024567074104347 0.00222104873184694 -0.00245336469383394 0.0159503120580038 -0.00932611900559673 0.0164608140289139 0.00718908090300843 -0.00271026658542401 0.0061749514666102 0.00109661523208831 -0.0326481993509863 -0.0372289954588987 -0.0198412430897925 -0.0454066812332658 0.0366088009461585 0.0119653505294766 -0.00210496412835921 0.00667502164133694
62 0.00182934621372889 0.0101480973412467 -0.000228775386210661 0.00347920719850196 0.00450843474316446 0.0243578077872586 0.00600328128741782 0.00300910124122419 -0.0265144846093144 0.0148434552158549 0.061083177955169 -0.0398586934470214 0.000783367024273155 0.00373553040143977 0.000655862226264228 0.00955352531517996 -0.00765608710181861 0.0060930069649536 -0.010616603722859 0.0168160185743881
63 0.00243496031128415 0.00944846191379377 -0.000617852316942748 -0.0150478936087701 -0.00208741254414451 -0.0212608778843879 -0.0022447512662888 0.00336261819331222 0.0254582977271378 -0.00510895135238875 -0.00327240788679969 -0.0116526037882503 -0.0184897455084321 0.00761169232891251 -0.00137299359335287 0.00147076336666928 0.00542102479139272 0.0042491297746805 -0.00333965850149695 -0.000494487461486944
64 0.0022377679598305 0.00991744505032342 -0.000467224553103183 -0.00746094503993461 -0.000146390655066844 0.000819918656011627 0.000644565823171425 0.00786346003685337 -0.0329848482503902 -0.0502491370272036 -0.0494876745571427 -0.0100665434099859 0.0352642255218264 -0.0178508648169056 0.000286376690722394 -0.0169666929629237 -0.00486596003487723 -0.0152332775937917 0.0158359677215073 -0.0137342131645539
65 -0.000462424016088948 0.01026799754592 0.0027931890875 0.0579424147182489 -0.114694219492782 0.0212750156381664 -0.081167407520579 0.0281609842050262 0.000199694726971136 0.00846643812501993 0.00154461731859959 0.0041318576849119 0.0387206477128826 0.136510969510605 -0.0306099769905297 -0.0821582737063584 0.0719061158879425 0.113407158817776 0.0507636784596136 0.0227852022275088
66 0.0024332991645167 0.00949765149981803 -0.000610177511869899 -0.014613849862745 -0.0020410731311996 -0.0198663803025502 -0.00184167189447326 0.0035342963673252 0.00963860086865598 0.00468413875036654 0.00808437672450582 0.0669318324245144 0.0476324082883173 -0.03372335061694 -0.0142672961298444 0.00278729326812793 0.0287203548520501 0.019124949833073 -0.0162776348243143 0.00632563509657517
67 0.00170443226918279 0.0101868443698332 -0.000150823190695051 0.00697030084346372 0.00628143347325967 0.0301272756328799 0.00922801164057957 -0.00226836083186442 0.00391147560019995 0.0841009271958514 -0.0658569950685322 -0.0147231505391383 0.00625270173744352 0.00685179566746743 0.0123407920318239 -0.0156586619227062 -0.0122340742574737 0.0108171889190053 -0.0245751672983239 0.029267755458426
68 0.00244298600227852 0.0093460096367946 -0.000630130981778107 -0.0157672959922186 -0.00222672025006297 -0.0237695287671098 -0.00235608938705967 0.00242221526076552 0.0306088332696396 -0.00715625054207874 -0.00361560728297679 -0.0113230550555265 -0.0119569630208768 0.00336809145739511 -0.00355642905689566 0.00358209406892785 0.0130545737315738 0.0120360282151937 -0.0123982272617411 0.00690164839214786
69 0.00219669518181492 0.00995548419089972 -0.00044181979248424 -0.0062596629552339 0.000267226740574711 0.00383528706293309 0.00112199036458236 0.0078981645204671 -0.0354603489719584 -0.0496852663069017 -0.0482191805818233 -0.00995934696698593 0.0294545562273528 -0.0140534919463968 0.00151299033996285 -0.0159558999797732 -0.00752441286283444 -0.0155696736337957 0.0148577664481579 -0.0114133266160449
70 -0.00276083637862024 -0.0554614279995523 -0.0245833235473006 0.00178664481416815 -0.00285575403358094 0.0159923302359379 -0.00922867377273037 0.0151131007053292 0.0062516015175359 -0.00235738032117728 0.00601881394180973 0.000994554093785218 -0.0330717217914591 -0.0370068253018652 -0.0193351250993643 -0.0453306696358611 0.0374941214001629 0.0112418564810958 -0.00357946549667527 0.0069042569717981
71 -0.00374262160591733 -0.0544786910726542 -0.0236926612411389 0.0234596385667467 0.0207925618341413 8.92545608666801e-05 -0.00646758708796918 0.0761159454367034 0.0398797587347299 -0.0141338204225413 0.00692414923757972 0.00398027937925524 0.0093387608941703 -0.0161488550371718 -0.0274336218198977 -0.0146159269221022 -0.0400372872567973 0.00564353882703576 0.0407323028816212 0.00307319596692063
