t-SNE_1 t-SNE_2
1 27.5759025826214 -51.2117137120596
2 -59.4248115222526 -15.8188989619151
3 4.47876257828915 47.9447605164085
4 -30.498756590654 29.3381740936566
5 15.9707974711334 64.8182014538974
6 -0.34028016898524 -75.8159863620615
7 -70.6369979808089 4.29987749523094
8 -25.1318932516807 43.7906217559416
9 -3.79831867836369 -56.4012279319273
10 56.9004284520462 -33.5836186162623
11 -64.6590370743297 0.485662858784313
12 -70.7724703059108 28.1145586868326
13 11.4337852303119 44.2748478009646
14 -10.2026365333077 -71.4804216334521
15 -55.7458354696978 -8.31480641485992
16 -73.7085329105475 20.2968181779166
17 10.2157306916817 -64.2389588124176
18 39.7851057145397 -46.2257578522392
19 7.11950973210456 56.0433863211341
20 9.20861433921238 45.9315057303032
21 29.5752682654019 -70.9505242248617
22 39.9084192839204 -48.8832059552633
23 15.8448906820021 47.2770560885662
24 16.4843488098383 -51.9062545371707
25 18.749053801255 35.5883219340006
26 0.365383839836117 -57.4226840383062
27 -63.5580786272551 -0.452942972010644
28 73.2421232378041 23.3558621982446
29 17.379315876322 -56.2214155450671
30 27.0198402447254 -60.8633607662746
31 9.4091461560403 35.4005378476663
32 -32.8678494139247 -1.18799763791574
33 -28.5605187311851 39.1878195716242
34 32.5750699054761 54.5076537680105
35 11.7245478698321 54.8247359173512
36 -17.4896585279227 20.8336533882905
37 12.4054289224942 42.0396664474177
38 -33.4325249310265 -37.0910219342199
39 13.8866290359263 52.6019741649321
40 31.9349602684668 -50.6518113558182
41 -25.8532954739809 36.3051616520465
42 23.0518433703889 47.3076465149936
43 1.75037289728154 36.8254905694093
44 1.31079418260286 -77.0620688352143
45 -13.580016905481 52.2162182322827
46 20.3229957832203 51.5963688510757
47 -24.7075627679569 41.603987256941
48 69.8743564309119 28.0051381783405
49 -12.7097669844044 56.5344573377267
50 38.226495882354 -43.7052781712414
51 -36.2106097407986 -44.5415376946634
52 -19.8471545525586 -55.6345544563194
53 29.3101959973278 -54.304906948338
54 7.06537782128047 67.2553178093289
55 -3.78659416074584 36.661582877551
56 -17.90273405524 19.2656291680152
57 -51.5719322641771 10.3992272233187
58 1.14954190005577 30.7837279059696
59 27.2415258172668 -62.1124324283364
60 56.6156852786429 -36.4274011431157
61 15.5584593242974 46.5338451294616
62 -53.7526865014962 3.00357451570184
63 -12.7108748730339 34.9685359980145
64 16.1631992639467 -51.046170821224
65 8.13658668419031 32.5575130203726
66 -50.9160844343142 -0.785548450179664
67 -48.4901834386802 4.69264765005084
68 -73.9696356958892 0.759472477505431
69 -6.34221428500857 45.4206460916382
70 -18.294677316712 43.8740570936653
71 -76.8736259076487 10.4635774677316
72 10.7538042841726 39.2995811082749
73 -22.3426837568532 13.7036618954144
74 10.1913822619285 52.2140157377552
75 16.1770465039386 43.5504865230925
76 36.4907881067356 -52.5190311878626
77 -27.0124619974025 10.1337696108275
78 16.3911695097559 41.2322232106348
79 -68.6750244062025 28.4801678425546
80 29.4753449071952 29.6256685222739
81 30.8393168003344 36.804303302731
82 -75.4009793640417 9.35573189530599
83 1.20252934773621 42.6748836274151
84 -23.482818629843 36.8902903912554
85 -12.6705239113053 -23.9965785762802
86 21.495081739421 45.7058441372101
87 36.2242080220985 -44.0785110468323
88 24.9988796608725 38.8028919039729
89 -40.2588508691716 -54.1598812013511
90 -78.6636136779925 10.8595492338861
91 24.2233298437795 -49.5680157731328
92 -49.1850906083979 -2.31147478307523
93 0.464364258288199 -67.9927294673876
94 -73.3990336692265 3.9256670235206
95 -18.5874216945136 45.9010740680801
96 16.398468496315 -58.1514827347059
97 -73.9990939238317 12.7392788655924
98 -73.417323111404 1.74130471885347
99 16.5579788113122 61.3779925827276
100 20.7605205022047 49.0168098735623
101 9.7341394982056 54.3532771879587
102 11.0207583272795 59.3462735734046
103 -10.0183735099594 38.2415320634308
104 -8.60679236346832 29.7552666178086
105 20.0105702453673 -61.7598929352423
106 -31.3268994221919 14.9861821111776
107 -47.0899584994679 15.0246246927501
108 -57.2769343105443 -0.0397178352357033
109 -23.8621355047591 53.0392979673151
110 6.95356469499735 37.2951861978167
111 24.7837950325827 50.4939961971187
112 -66.3947144166528 31.9953874684114
113 -18.7546412969627 32.5078777110525
114 2.97321126241386 52.8084711947286
115 -72.9059011962961 23.4238287613665
116 12.4573248287597 68.3620753538519
117 -0.461381438272582 -82.8093452015507
118 58.6600643436785 -34.5777793406091
119 -32.9221212678748 8.1247880570602
120 -57.5966787375892 -1.26260445299192
121 -21.3411273855109 47.0630882305695
122 15.6985114006107 -65.026745140883
123 -5.97855027318824 -2.60613365196199
124 -28.6657893077656 40.1673263979345
125 -61.1253279725218 -9.36712799677964
126 -1.73508652888276 48.2818056091302
127 -36.7824144470408 7.35978745022061
128 -70.5424625669186 2.85671950449788
129 -69.3053365589225 3.17849722750676
130 9.83273348974414 59.2955043835675
131 -17.3432917572465 8.90358462459072
132 -32.6497055077669 33.3906400084838
133 6.12215084223944 -73.8306816882665
134 -32.9859596007484 10.7386058034367
135 -73.4913158252158 3.67450360685467
136 -24.9601761223902 6.64509205033695
137 -54.4102844926826 2.20305850669875
138 -26.6977560506061 17.8980859867775
139 -43.7453259258696 0.341642303321998
