V1 V2
1 -2.57244495501311 0.736610026783374
2 -3.98560080457556 -4.41437119944689
3 -4.7991324409829 -2.97801865411432
4 4.78259016147404 -2.4860788301953
5 -7.14536323554668 -1.18025408934536
6 -4.03801219730234 -3.19663699124737
7 2.64621880175199 -5.22693957787906
8 -4.23823723475186 3.78240308866569
9 -3.51450185185255 5.43598791945052
10 -3.51141862285428 5.35764751453726
11 -3.94405597610122 4.25139652978646
12 -4.43150929649193 5.43386423984678
13 -2.66866145000961 -1.27808286297889
14 -0.213437259577644 -1.48623843320451
15 -6.16259501488259 2.39000888804258
16 -6.24651231524412 0.646998020093469
17 -3.59535668455145 -1.89161603799188
18 0.274224185554628 -0.967331023337682
19 2.96037603762939 -2.69007220110316
20 0.684595736112475 -1.65759768763656
21 1.6128459715361 -1.88285589829824
22 -0.396629519204328 -1.72041565118867
23 -5.5991191940308 5.23272283757269
24 -1.34716402055709 -4.99500833371227
25 -2.04468649803925 0.298643668388178
26 0.818553434171742 -1.38144975016754
27 -6.39348843528747 -1.25997760147147
28 1.33310127332604 -1.73626212503827
29 0.681983778881664 -0.605024554087486
30 -3.27696482486975 5.80655937824377
31 -5.28852388965603 4.4793412024463
32 -4.04910454502386 -4.81909448126416
33 6.22880157777908 -2.95406323270583
34 1.68168083455936 -2.41759128397571
35 -3.97064373800293 3.25343321979139
36 -2.71809903004715 -3.42685849195163
37 1.66553266529134 1.38221500142662
38 1.79649757023334 0.524076874244946
39 -3.87856924501455 -1.77893964439971
40 5.27420821712367 3.39224763210318
41 6.187923025864 -3.07277564527707
42 4.43179959179304 -1.09502357498585
43 3.37817632971057 -2.1128627403731
44 -1.23027296558739 -2.22832692119079
45 0.835320256729493 -4.14448293997162
46 2.74378034371206 0.799923513574295
47 1.9979698030708 0.458568891882799
48 2.82896769670205 -0.117931039959809
49 6.70012559042255 -2.18186546316254
50 -4.78405318102907 -1.72742178757884
51 -4.71369098860682 -1.1015579539102
52 -0.581601006095094 3.86028124665695
53 -0.654331316348008 -0.901300867038865
54 -1.43661266765769 -1.28569802524475
55 -2.25540756804674 -1.97122162010396
56 0.484774991070843 1.2976004450403
57 0.307850251582098 -2.67743574856051
58 -1.77303399361804 2.54350344145344
59 7.70585851316814 -2.45519835703718
60 0.578399033228742 4.76760597872991
61 -3.19526526045968 -0.987929146896256
62 0.937633997088063 0.611237772302351
63 2.0758026188298 -2.58578479407169
64 -0.441726645665648 -1.52394057364705
65 -0.87302884615668 -0.513994286347116
66 2.47660279666739 3.82231747015026
67 -4.41781329358531 1.35138642685791
68 0.267075802645162 2.28045687178729
69 2.72243020709359 4.09498989344277
70 1.32678482140844 2.2798528208323
71 -4.3837787351658 -1.40530604904298
72 0.689696040476594 3.79165460397947
73 0.541397835919177 2.83213454024339
74 1.6054795896191 2.13439861384114
75 4.59349235434096 -0.157033554530115
76 4.64181533347677 1.18883329397747
77 2.52271837448676 2.39347328874142
78 -0.623778357943052 1.85263334417567
79 -5.96334091509969 -1.68068779249771
80 2.18162028045383 -0.787987022523184
81 7.3654812199193 -0.395549454357308
82 -4.00520025998068 -0.646967782493487
83 2.66643556864764 -1.29099615094718
84 4.23471617080143 -1.28271847376566
85 4.31576058971914 -1.5320206374335
86 2.90013700609627 -0.320950128240435
87 5.64590808106231 -1.57338092730112
88 -6.20678687667123 -2.3780207991873
89 7.35122806237475 -0.436415541978431
90 4.64992030137497 -0.962291216275179
91 -1.50903388319426 2.29059691725319
92 -6.72079968835412 0.877803499795324
93 7.95784770149473 0.0098273182496126
94 4.03071537161826 2.1614945915164
95 -1.77884969339496 0.197231435978808
96 -4.07243456524486 0.256175153693104
97 -3.81924234338997 0.22405429325949
98 6.78376603562863 0.792778970563276
99 -4.31543473527125 1.08094898309596
100 4.95680490659261 2.73830424587593
101 4.84485864338536 -0.481888962305488
102 4.87706468233682 1.05352070660482
