V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30 V31 V32 V33 V34 V35 V36 V37 V38 V39 V40 V41 V42 V43 V44 V45 V46 V47 V48 V49 V50 V51 V52 V53 V54 V55 V56 V57 V58 V59 V60 V61 V62 V63 V64 V65 V66 V67 V68 V69 V70 V71 V72 V73 V74 V75 V76 V77 V78 V79 V80 V81 V82 V83 V84 V85 V86 V87 V88 V89 V90 V91 V92 V93 V94 V95 V96 V97 V98 V99 V100
SI_400_WT_Stem 7.0441380929083 -2.05002628023919 9.93658968255031 -2.39474392060947 -1.7012079241602 1.60379516377038 -3.37736104011472 -2.64718032481404 1.26234016524049 0.655723206683195 -1.38970997350768 -1.98301394179219 -1.56312367378948 -3.03917921589856 0.818071975278338 2.97092988683947 0.54077806719492 -3.31070977326752 0.318267276862845 1.14227074244166 -0.776257071042285 3.62749945593158 -0.689258849420409 3.76946465784092 -3.76093061529722 1.42492957875069 -0.954236412500556 -0.108709518318837 0.0643331318469762 4.33480499763538 -1.99558282401682 1.65606658380119 1.42425109752508 3.20497111187884 3.15663170739602 2.43579693081346 -1.3327724258655 2.42101293622382 -1.17397535671154 2.12380107875975 2.73041039090588 1.22827984699702 -2.13538169741166 3.02823402800926 0.867304960414757 2.1874334494424 2.79243059268687 0.347275244209808 1.51411634792803 -1.54898671356239 -1.04810281506338 2.88899863814936 -1.73845009410083 -0.35800607131518 2.35604858877322 -3.93327336871672 -3.15718112146662 -2.22026449265952 -0.719149177298016 -2.34664778494162 -2.91677649773124 1.33440778680826 0.633568625948879 -1.98173341506313 -2.04243812170452 -0.952749315867426 0.174485843573081 -0.504154780543114 1.54323763668598 0.436850300702604 -4.30733634073604 1.94573084612068 0.580853908828205 -0.615366237736647 -1.77271197133935 0.827748449916339 3.21933445239194 0.713191381129426 -1.73594742696382 4.90190413543948 1.6166306814688 -4.41260047469622 -3.09045847470067 -2.96413091537833 1.33376143514789 0.983047904913565 -2.71744481451839 2.71470117537677 3.10719713344204 -3.15760643287754 -0.14973309168822 3.34122556667767 1.97955794765919 -1.62987038947293 3.07429854887522 0.345631936309971 2.85395150873778 -2.93360898844807 5.04911862823008 2.15737736116796
SI_423_WT_Stem 8.11101467367522 -2.9948778920734 1.40858004784709 2.41469614606615 2.63577969529983 -0.770968241803919 6.35016569550484 1.20731638402542 -3.65008295553578 -0.847929381195853 0.61702355469353 -0.0907238993923939 0.592348574505382 -0.553228975358153 -1.5303936595123 0.862819117882594 0.198585449505096 -1.90668635427862 3.44686569969361 0.0888380735249628 1.86444241279127 -1.03723468421276 0.238177110923117 0.373671050770584 -3.19221421901116 0.374629125138826 -0.188693389857649 0.248870660004748 0.765455591283002 -1.06839129721265 1.12824904055805 -1.59885183087482 -0.414496091475767 -2.18475176311693 -3.30329001193742 -0.409567713349218 -3.4979998806792 0.584121374652078 -5.14168910901116 0.819931866749949 4.93566358377981 -0.632841664353629 3.73779437589864 1.68614910943922 0.695665015404839 -1.65295274498449 3.76574757303724 0.0347980993407696 2.37499795840187 3.43793285288079 1.27992965688765 1.03184817962268 -5.50469813270483 -1.11173315853986 -3.7822717965197 0.94932708579505 4.47811020010561 -0.0964295197044581 -0.982440427518493 3.58678417845972 0.277395348210701 -1.86073767594159 1.19399056335462 0.809824655486297 -1.49148694115989 1.22945134089729 3.07349932160302 -2.91681598536282 -2.7782160102673 -5.00818574902638 -2.95676556394028 -0.896222016854909 -1.6141226064714 0.604328402089929 -0.6463130583695 0.0724875891649653 2.74143029850671 -4.10646628808595 -1.22889121117025 -0.553092187142109 -2.98121551476419 -1.3025319146733 -2.66771361185612 3.25815774615342 2.05025723966179 1.06142591707368 -4.88835698334401 -2.87254781285678 -1.23488109774169 -0.472549275549993 -1.3058568025592 -1.16695251952118 0.831167947620622 2.42968280526917 -5.28804170094105 0.588716937240688 1.6222289686618 -2.55947815424316 4.81540512973057 2.71718281667216
SI_239_WT_Stem 3.78204959440896 -1.83028111700619 -9.49254794487422 -1.2649988282892 -0.886322132612231 0.0908751905166174 4.17871697709039 -0.505975478959974 -0.455626637041189 3.22779545561346 -1.52059070070186 -0.653815257339886 2.03279688307317 -5.36164566078362 -2.76031866523541 -1.16243893252713 -6.88214981830324 -4.38508367444163 7.46101230470065 2.26914837137443 -1.70493693878176 13.0239897229293 -17.6104213166684 12.6355685387573 5.6688128165802 1.8251122337841 19.160319976107 -32.1783132246928 10.8747351182679 10.2571341205276 3.18750840897289 -3.25162166690385 -3.45549524823307 14.5656561506219 -2.80727760277465 -0.738329964456201 10.0728219186237 -20.6258199576314 -0.162547886336955 5.64580859527837 -7.83555968544006 -4.8289520981525 -1.43171135460238 0.190078919337428 -7.22535946263883 0.158230063771656 5.30601299276072 -2.07516579569487 -4.67231138485325 4.0695052040581 10.2638752759597 1.98770465432266 -2.46608256036425 6.6310248329289 -0.734906679786715 -3.71125436542519 -0.381411611118641 4.80495440142301 -2.49627165616041 -5.32305589462342 3.09068088848964 -1.16176133411621 1.95896933558212 3.44603056332426 1.57732027729134 0.42667915211622 -0.105530821541755 -1.38165524836167 -1.58231005633253 -0.297431606527364 -5.67630477656333 -2.34207455555051 -3.41157851666853 0.99735874705489 -1.50507707522988 -2.17598728307385 -0.303071574418023 -0.734279515537279 4.3597903833566 1.07290428491919 -2.66582391800572 3.64685968502086 0.591604989437908 0.0215740780225661 -1.3929963588125 2.44798027523697 1.66205115067416 -1.36646133353912 4.69094122353484 3.52832202951755 0.677487468250877 -1.69269164036038 1.26822821664118 2.16729114144501 -1.8068497576588 -2.89200889292004 0.694811562026003 0.547017590793891 1.47610039800244 0.747854405209791
SI_410_WT_Stem 9.26203175015762 -5.54789352544434 2.33207339731666 2.72860230365367 2.9101403606861 -2.01945836025271 8.46038733530875 -1.66914320522837 0.586637380692954 0.904230762037616 -1.17881709010788 0.232786791858715 2.02703889807788 -0.151633231400034 -0.936392647888775 -0.504822367598106 2.156064369375 -4.26642632291475 1.96193946025937 0.456654551458751 2.76386411748405 2.64667734441775 -0.715287113270674 3.22700037785303 0.328782854369285 -2.80289961616882 1.71456915830393 2.10030985741484 -0.114535135891039 -1.21884620319038 -0.857900919786173 -1.19251897791094 -2.41692600630865 1.55000118492225 4.25812559207714 2.52511091096644 0.0656862576563269 -1.75001757858051 -0.0497540534701687 1.28013662257677 1.37887482253564 1.56759279880158 1.02760718890578 1.77648219909746 -0.707241457711922 -0.529075368220789 -1.11730772039962 -2.29316706582879 2.21707221789028 4.72453326241576 -3.08161969357995 -0.887361937832678 0.642485187261876 2.34687114880908 -1.59897553591592 -2.57090504980286 -1.91364756482539 0.345576043452735 0.662056720169352 -2.28998361078187 0.506731434908491 -0.784199047672642 -0.469999980393923 -1.54829722393019 -1.0412635338148 -0.0581052763985591 3.02308116899072 -0.257989477203654 -3.39179434419562 -0.901472307334025 -2.53472665414411 2.53486783601306 1.34031616802304 -1.32961646637171 0.0541048108248757 -3.98123193154162 0.570527480171599 0.51561670983472 -2.74464558566547 1.11562151644232 4.86574722474526 -3.11855158023697 -7.08910577566185 1.54600766522885 2.0044806517318 2.71969889342168 -0.00592662899835654 4.3178689430084 -0.432009786932705 -1.20087307683563 1.10251514592148 -2.0568478039507 -2.40236264631875 -2.18205209961469 -1.58427024454569 4.15295032678668 -1.95215222376479 1.77100691813432 4.61520179027171 -1.27246956953503
SI_418_WT_Stem 9.46365228485566 -8.20693623474832 9.19523674094153 -1.96095286022343 -3.74707793738869 -2.76254674409091 -3.61920698303003 -3.26864867493538 7.28979135093413 0.712262928861313 -3.61478257928164 -3.10632218397228 0.415631266648077 -6.71065856968888 3.51852318689262 -2.42334652213297 -2.57048332296636 -5.05510131820447 -4.51320616020507 -4.06918650983226 -4.66049223173943 2.64505488735347 1.45285740168846 5.31469269916071 3.54764903684835 3.01331034016544 -6.85278607984354 -6.79123402627879 -5.76272980514864 8.22656386129996 1.35833770054258 15.4218017137571 -0.62881829495518 -1.10539761175914 0.161502939079275 -4.26927043932211 -1.42387748628271 2.33049257268449 -11.0067934605379 3.15552971044378 10.1902686910691 5.35491551538532 8.81461291337658 -3.6422596136071 4.1199326200547 10.1580115492895 4.53729625890489 -6.99108791427693 -1.07605938750888 5.79137728325892 -6.96546500005354 3.17254828348988 5.16218286000925 -1.75167507009575 -6.3957307280919 -10.2845824008463 -4.12093932215703 1.21647527963908 -8.75536575669693 -6.65992603138178 7.5614831641228 -5.122982462753 6.1369419388524 2.00032190615844 -2.24438413389641 0.943225888480236 1.84017938985158 1.71207459581599 10.0917669329223 -4.5180569750155 4.87479654157475 3.24049784119556 9.07600970145678 0.46066594964276 2.70957049922516 2.60962263744371 -3.40765864248512 -3.12499293796153 -2.61400188880413 -1.20587705678693 4.56814515369943 1.90284544864478 -5.44041853840296 5.53447453588541 3.9210193100861 7.8787324081426 1.69423938063921 -2.28616795534012 -8.96474669525025 2.46323768639312 4.86586043107365 1.73726324671365 -0.602570691024393 0.410309108839746 -0.675983029035106 2.1686071157612 1.49170451137682 2.42063926082516 -0.0204219462679426 -1.76992401382321
SI_415_WT_Stem 9.39238325424918 -6.29982042420434 5.39949726320857 1.05397068583857 3.07870203156183 0.355661289186676 6.73680325933926 -1.27097040700564 3.11423082304623 1.88975712990867 -0.743430684674129 1.24507807942161 -0.521219115418445 -2.08932648997238 1.28009408722443 -1.45537868415842 0.612983906050595 -3.31383133442751 -0.0100889341390381 -2.29441871421921 1.83513933969382 5.09210176179336 0.564121229823447 3.23543230428562 0.883988277376585 -1.82158011912608 -0.582257048409104 0.00805168907578828 6.29290365194653 0.535619220337862 4.20029676132589 -0.359898768378255 1.08471149378606 -4.13834962432506 1.26062676750096 1.02360971786057 2.35187988039809 0.955497405240421 -3.61781970203849 -0.757191991049986 -1.87268134303735 7.651116765643 -0.298564522861946 0.66311823611784 -4.22522832207957 -2.17182403413743 3.50461505495399 -1.15523991892341 0.262349094752946 -2.10393479042445 1.06114705375334 -8.35738994627297 1.89518890193495 2.61396399992588 2.9439902919307 -0.172364215658229 5.35763674631782 -0.310192439917281 -0.294617540944629 6.91923432842147 6.03806175738362 -3.9872083644287 -6.91831739803823 -4.80910402302735 -0.239256417382156 3.01088815855639 -1.52939812387189 -0.0739592435620416 -2.37012139953262 -3.17374817106861 -2.34985601600627 5.87933421760746 3.87844689853614 -4.14233536311375 -5.69060071680754 0.656914019293884 1.63975483700149 1.58190521627372 -7.93207561953085 -4.80555793601076 3.23364961612198 0.256211850186072 3.64762371576307 7.35935952442431 -5.40834767194308 -3.79848750736732 5.16677912483059 -1.41168411190774 6.2285476142175 2.47529740463069 8.16873271575905 1.9808274618982 1.27894872239218 -11.1773834720672 -0.0972314317052884 5.86026112028163 -1.76061976017464 -0.861770791886998 3.41986585595084 1.33992308583187
SI_607_WT_Stem 10.6518619402948 -11.508585697683 -3.18652019875711 2.54304942511718 2.66819234615079 -5.47199760127385 6.11055702326234 -3.2660240761958 8.08315554792623 1.30175313218508 -1.52888530473768 1.83152682033607 -0.261179618020671 1.35970421788067 2.10536137155597 -0.541074006371568 2.66154679480234 1.99179756009043 -1.95094587575491 0.250616427932979 -0.470964037440933 -1.25700798307179 -1.46179025802686 1.78687113102372 -5.69450332338005 0.55292604867496 4.31330950456968 -0.0152722710040843 0.862879167586417 0.910321327113627 -0.886666212192308 -1.48784986753995 -8.55895481425663 -3.35905487886069 3.64552440431248 -4.95906093082925 -0.583455589407371 14.5769424422179 -0.490401595610091 1.2201813936298 2.08317739888894 -3.37450575078928 -5.93955090333245 3.17616310555782 -4.39166986382862 -0.310665756042947 -6.39726038909716 -2.83243071037585 -3.31229085081745 4.94188677522939 4.02326068107058 3.36872085128428 -3.88546951777727 11.5302258251072 11.167353579114 3.83622609906964 3.56198502102416 -3.54431241836674 -8.24199388359131 -7.40426075373852 -6.24085614241448 2.23234709669827 4.24438496440593 10.6156323173229 5.09926181457909 7.40965198372871 1.65924292261202 13.2266589165812 -8.67324154003784 4.7524471847833 5.25233665890773 8.24205748958781 8.05741271554665 3.36827836973952 -1.98991750888988 5.99838948315235 -4.82323139802336 -4.62278998458849 4.87751828964546 0.0267399792632777 -0.288525600554367 -0.251781491744406 3.0986681018485 -0.433968410040162 -1.17342652703209 -4.75904182218628 0.592829009948776 3.74370045205061 5.91717915146492 2.14189836413877 -6.35065033463004 -2.75023657369177 2.24844697877688 1.19412806440421 -3.38989442816677 2.12060348239539 -2.69229065981197 -6.32156002590475 -1.78559848536221 -5.02113310225049
SI_596_WT_Stem 10.300743516999 -8.83837725739894 12.3007961838999 -1.62986445757298 0.420056532056745 0.0481047378714668 -0.232694580774947 3.68495502653966 3.62457582260341 1.29749742221013 2.98638631926082 -8.83158898966342 -3.29529210840699 -8.32567423429624 -5.6979128526567 -10.4042065759495 10.2053428338727 -4.55428354454035 -8.13101283266217 -0.938632921703385 -44.2396013451488 -8.99110361019896 -5.06264984758657 9.22703455630713 -23.0743080174933 -19.8871355239648 7.13915656483603 -2.39098367663951 -5.7896683345778 -11.3733174083506 -1.62399523194601 -11.4154008833495 -4.50497263744033 -8.79203186266987 -11.8173046748039 -7.61861000154133 2.32925240502535 -11.89639556786 -5.77045032789808 -5.72879588407005 1.32737117751025 7.42569740084992 -3.22961061591687 2.0909393988224 -3.83552479065641 2.71716587211899 1.2324772165908 -4.13780151411204 -2.95627562647359 -1.34060950053327 -4.12105794657849 5.00660307602388 0.834115229740522 -1.33708835976486 -0.652019520049542 0.00902734097023242 -3.57655112182036 -4.79344344624015 4.29009907586777 0.736621193075382 -0.779239997071188 -2.43024807221367 -1.83585076318415 0.656414685217697 6.61543210536621 -2.57966067566372 1.04504295292528 0.658343516626144 4.61887446792143 -1.48441731559497 2.32544106010581 1.22685242552021 -1.20208302941369 0.453696381423352 -0.00445517217671965 -1.94048113615384 -0.938594089941799 -0.368350510857549 2.35676496848317 -0.670952285788104 -0.584503238771205 2.49975742021993 -2.08147209027289 -2.67675019327587 -0.326891850943702 0.302930578375785 -1.93034422830688 2.76089248473438 0.399838972202448 -1.36658161562691 -1.08109536832999 -0.828741723796748 1.69608766446098 -3.57509703099549 0.530418714946839 1.04534139100624 -1.94986582081427 -1.35009285180225 -2.05761334722255 3.43448863903683
SI_434_WT_Stem 7.87953191013745 -3.33788451813662 0.506472033508075 4.52113555963171 5.63937384129063 -3.8536320466669 13.3103793826427 2.65151692667865 -3.57527144859112 1.94961160384048 -1.35631130147364 0.0597287674149306 0.736975517232616 2.10599335535973 -1.1531471675974 0.412082514158049 6.06858724130837 -4.75086955569263 -2.46984970411852 -2.08856513242922 -3.38697865724446 2.40935231703695 -0.648525611084653 2.80623505128612 3.72117476515964 -4.86344896178883 -1.14120103163366 3.40227283111791 -0.0789577063589249 6.21885558073291 -3.43954990492574 7.17517353732816 -4.31510124012852 3.72825983669891 8.8941877130177 8.80971711460477 -11.5195678771408 3.83780343211343 3.2961496600043 1.30848895876667 8.21905721311626 -4.6676784030348 7.85314415298977 -7.0358270975006 -5.77251852879706 4.27446713109265 -3.3712865482549 -6.99864238779905 -1.81757410966201 -7.92326903244849 -4.55959774141146 5.43257799272328 -7.15584319764424 0.177416980179306 -11.2467005701439 -12.399862956065 -8.51458079819485 -9.86077129090101 -4.26812078585506 0.978483062366014 -7.68143369216947 -3.46523011547685 -3.41542789641224 -0.909782789713087 -2.09692482027121 -4.42613843803582 -2.0022320896995 3.30590752719604 1.16266858234941 -0.537004119588167 3.88516927542197 -6.3925238002871 -0.0712947298052939 -2.40496950463932 -1.81336944129539 -4.02447555888117 -3.58027409949277 4.61056480197882 -0.861396841807501 -5.68641354859177 -4.6376028464413 11.7350429148792 6.6032000483676 -6.60119270878022 3.03027954211891 -3.01598928072056 2.45181336537709 9.69411783739345 3.44422191613198 1.39493712280437 -3.73130952397823 -0.309467361852006 1.13900015065983 3.98384198434729 -6.50590842943267 1.21540802048909 1.70236498670746 -1.50500979641996 -1.8902338268829 -2.25896277764655
SI_593_WT_Stem 5.49388427384374 -4.3937702823451 0.684924729609249 -0.52184520643265 -0.525510260862881 1.47473431078985 -2.77541831208398 -0.648405587485502 -1.53219304248308 -0.91188223364649 -1.44945106683854 -3.41381220166481 -4.42816059293833 -4.92164506121467 -4.63530733477313 -1.4665500048131 3.48689968540981 -5.79478700266508 -1.93967686080052 1.41668696122004 -14.2050155176198 -3.02144326884098 -2.01697409330894 0.550436254788274 -2.60609468545397 -5.42771214463926 7.15878320288858 1.89415011050322 -4.70031250986916 -3.50989504873283 9.84897064565266 -0.569948212911676 2.72811210361546 -4.06716759337399 5.14921550634878 7.45141785336922 -3.74419139334014 -3.22847344733826 6.39432442291193 6.18168361800825 -1.2258867401205 -5.50065159753379 -3.35021145743134 -0.181406815247604 7.90060827520827 -16.0826655691462 3.0018023577976 4.43673847559845 -0.706555905249845 3.61306060477772 9.73763561753021 -12.3606235064538 -9.03742988557391 -11.0151466680984 0.961199017192658 -0.0352965948995086 4.60846743075936 3.82670111260429 -6.69341456027381 -7.25299152194552 -2.15994176465312 11.5203336020035 -1.62860614726644 -6.50998612602158 1.72404667272986 -1.90060327649164 3.30144104898656 0.800357545606465 -4.48757218254237 3.24196703989911 -1.39686948315839 -4.49266844671744 7.99718260756727 5.03845045107497 5.95964169953814 -0.00581083665233214 -2.86752162305548 2.4128270865095 2.39433750749483 4.014625485108 -1.68739729958502 -5.90104793509669 -4.61818293722196 4.1746114305905 4.8231938059499 0.987602708966659 8.94836744020248 -3.8993403369757 -4.58317567268164 5.07043199152383 -1.19111420758156 3.3735118842016 -8.12545440081163 1.80462319256232 -4.15668334206262 -1.35357082952537 2.06190078419328 0.344942761086918 7.06027356695306 -1.94667988000948
